%eval_id	interface	vel____	theta__	A______	B______	n______	c______	s______	d______	pc_____	uc_____	k1_____	k2_____	k3_____	pl_____	ul_____	obj_fn
132	NO_ID	485.3334873	4.644456703	0.290873855	0.996014984	0.65075455	0.011209673	6.585665355	0.020006766	10367767.54	0.003481879	1136514361	4597983425	9012018736	144806539.8	0.357338349	435.6966
133	NO_ID	731.6210752	5.815690513	0.284853505	1.141224083	0.736241512	0.010735671	5.046577863	0.022701159	21582842.71	0.002638878	1200642559	5524254345	8672892492	156934089.8	0.38796214	667.5681
134	NO_ID	621.6363748	2.094253826	0.313705817	0.983632933	0.719803671	0.009819811	8.494255575	0.023323236	8291596.955	0.003098266	1201453738	5032580003	8215350355	151456079.6	0.363330911	565.3127
135	NO_ID	748.2680838	1.97263149	0.308176972	1.135587597	0.650040986	0.010314863	8.398690445	0.020288476	9973855.469	0.003767339	1184053119	5370853764	8481419980	157661551.5	0.329222568	684.8205
136	NO_ID	655.834832	2.105645825	0.306542716	1.104759492	0.723929884	0.010447789	4.959004176	0.019522297	10917314.83	0.005743689	1072340384	4734595662	8516692492	160639903	0.329291249	595.4248
137	NO_ID	740.1268184	1.355908747	0.32006492	1.093495293	0.652469646	0.011052118	7.503579715	0.022089454	16399384.76	0.006074054	1147634163	4569592314	8377429629	163009801.3	0.343627509	674.6589
138	NO_ID	526.8110829	4.724439228	0.291214965	1.157209261	0.69506901	0.010594042	8.203096378	0.019732335	8130646.261	0.004871753	1194617173	4583817431	7774361601	153922826.2	0.392960511	473.6653
139	NO_ID	318.8921513	1.559250588	0.317932628	1.001151539	0.740344879	0.010787718	9.089553483	0.021420938	5803105.632	0.00327991	1120732976	5080651096	8401552556	156063995	0.366230792	271.3284
140	NO_ID	626.7993279	1.331570755	0.270119493	1.105725261	0.757756372	0.011039289	5.427992581	0.020413922	17457515.69	0.001931455	1257446174	5425991569	8829977500	168311729.1	0.347437835	565.1238
141	NO_ID	477.6159636	4.049457205	0.281060148	1.164547325	0.761553116	0.011702246	6.03579832	0.020655837	18920650.14	0.004001706	1077225476	5465192801	8044841214	157798296.2	0.384958134	423.4559
142	NO_ID	638.7002025	4.019453902	0.289942769	1.139127135	0.751157606	0.010650034	6.717948956	0.020821703	9207888.501	0.001341199	1105974447	4976881362	8539632775	161535818.9	0.34061614	579.4414
143	NO_ID	643.5221281	5.797299674	0.313351402	1.06260063	0.642014895	0.00996614	9.816394969	0.019869204	20899346.85	0.001925483	1130400878	5294454360	8597235989	151303366.3	0.35542747	583.9724
144	NO_ID	527.173741	5.71431154	0.326145531	1.003108051	0.666163813	0.009829287	5.546385269	0.022125156	21385104.3	0.00401033	1069568426	4926689940	9152697560	164669221.9	0.367396572	472.9104
145	NO_ID	507.2862578	5.390103572	0.302694629	1.01751148	0.704399368	0.010245739	8.743566296	0.019650729	19911688.34	0.001875765	1223997757	4667239499	8430442657	152489652.2	0.38928812	453.523
146	NO_ID	416.6180914	2.778402365	0.303671592	1.141637387	0.728103783	0.011151495	8.61391503	0.021006826	11243953.5	0.006137299	1081311974	5047693150	9358570174	144701440.8	0.358753972	365.0597
147	NO_ID	303.6389032	5.735609179	0.321647984	1.127251451	0.62682652	0.01063866	7.448230688	0.023415596	6429934.133	0.00592647	1139254878	5196476572	7804624830	147914395.1	0.360952268	258.9272
148	NO_ID	370.6304979	4.06826514	0.297101029	1.037866949	0.704784815	0.009854688	6.106724441	0.019667762	13818593.44	0.004656011	1197790849	4835098192	8371605637	171845835.8	0.368634781	321.9146
149	NO_ID	589.1606746	0.530593977	0.310606374	1.113463803	0.741531624	0.011744744	6.431397925	0.019917071	17044885.2	0.006027398	1047109368	5008594642	7701365470	165472615.3	0.37612838	529.0369
150	NO_ID	388.3861521	1.309471399	0.308630698	1.041374873	0.678697533	0.011165529	5.909114303	0.020437602	19056882.13	0.001293183	1125220804	5284090497	8789304031	164810216.5	0.373101558	335.4921
151	NO_ID	539.899098	1.473018217	0.308930167	1.136613077	0.699450436	0.010032358	6.655513044	0.022753857	20393461.08	0.001967531	1110201497	5228397117	8228949698	145677282.4	0.346063501	481.1293
152	NO_ID	404.5438866	3.403100729	0.275885984	1.005508899	0.709227967	0.011270645	8.681438108	0.021183392	13426114.23	0.005907072	1245137425	4867431413	9002318887	146526305.4	0.330624593	355.2915
153	NO_ID	506.44962	1.186711759	0.27884652	0.966921148	0.700637016	0.011526675	9.637923868	0.021964574	14646633.65	0.005482706	1101671483	5390188954	8353757623	143072286.7	0.338426205	453.278
154	NO_ID	550.9852059	0.997983549	0.328385672	1.176348187	0.754901805	0.010321911	9.467971878	0.020241036	16876063.38	0.00381799	1125588788	5542708447	7926461321	164924053.9	0.331757828	491.5598
155	NO_ID	414.8527143	1.213990839	0.32207766	1.059084086	0.685734686	0.010716803	5.400305423	0.020017143	14237885.39	0.001267898	1168389153	4964193546	8148270592	172030033.9	0.336557574	362.4855
156	NO_ID	336.2307091	3.231164457	0.315441858	1.129080048	0.700232916	0.010777585	6.753717425	0.023488554	21309838.13	0.00478523	1045088238	5138638213	7763733523	146912138.5	0.357363863	281.8025
157	NO_ID	670.0238824	0.265434112	0.279976313	1.069791169	0.689378292	0.010525526	7.860648777	0.023061563	20303017.26	0.003185861	1150622023	4550081005	9132769457	152991280.1	0.362102137	605.6832
158	NO_ID	474.864036	0.470281625	0.32517546	1.175586901	0.634637904	0.010918754	6.215612815	0.021373166	11154716.01	0.003608226	1097967574	4811584540	7764909169	163126060.3	0.36412675	419.6596
159	NO_ID	662.262205	4.948728566	0.291609844	1.020523536	0.631044596	0.011542848	7.828078401	0.022343419	13736162.63	0.003734309	1098899142	5098040423	9193497210	150228957.5	0.359754005	604.0771
160	NO_ID	490.9564427	4.695333341	0.295693291	1.015116056	0.68448871	0.010572416	8.074194415	0.020760349	8053683.747	0.005446841	1216833832	4945686853	9190535132	146980825.1	0.389594008	441.4686
161	NO_ID	457.4034934	5.068556177	0.322557298	1.084232621	0.65526967	0.011729801	7.657381366	0.022735574	13984348.62	0.00389979	1192249030	5485535272	8895044329	170639354.6	0.339595068	406.4967
162	NO_ID	579.836853	3.624656059	0.293293649	1.05300707	0.668459429	0.011664864	7.751102822	0.020799934	12306234.66	0.002228093	1118277782	5033761168	9122597095	158662544	0.343762183	524.4562
163	NO_ID	345.4456396	2.390683926	0.312400784	1.15930351	0.64146171	0.010849324	5.365227694	0.023075944	14891476.28	0.003961487	1092182377	4691836759	8894667632	161617891.3	0.394476164	291.5703
165	NO_ID	418.0341659	1.521640652	0.271970865	1.165218891	0.637401168	0.011003532	9.443013232	0.022436226	20605962.37	0.005982209	1110993914	4562534290	8033844662	153995362.2	0.355563116	362.3551
166	NO_ID	349.1236733	3.434673612	0.272908887	1.039005102	0.674490615	0.011432734	6.352232279	0.023181279	17646890.52	0.004805466	1238556803	5318934245	8106935115	148491462	0.372113115	299.5537
167	NO_ID	418.8900465	5.985615224	0.30079231	1.063409671	0.76264083	0.010886446	6.845668942	0.019404111	5286505.388	0.002152306	1162104876	4903854634	8549140155	155462015.4	0.324553943	371.9377
168	NO_ID	486.9443062	5.452808467	0.273836083	1.013849456	0.64899721	0.011739603	6.347644729	0.020420512	12715199.44	0.003876181	1049135312	5456150757	9345610116	153255702.8	0.333284516	437.0123
169	NO_ID	395.7653688	3.534938584	0.28589844	1.087130232	0.744442508	0.00979777	5.801554655	0.020476543	15982663.62	0.005075206	1235648961	5515733938	8956429392	152234179.7	0.37772949	345.225
170	NO_ID	576.1723081	0.749190384	0.284980089	1.066210246	0.765497	0.011221414	5.300806415	0.020843382	6722910.423	0.003241486	1188608516	5281447094	8496940362	170005287.7	0.333528936	518.3382
171	NO_ID	703.9736159	2.138320804	0.280594917	1.081084432	0.728633363	0.011670537	5.254528519	0.022774506	17356124.98	0.004111399	1085241535	4742650182	8536578244	165345568.3	0.365959335	640.95
172	NO_ID	680.3892449	4.970770069	0.274129099	1.146291719	0.718843884	0.010011108	9.128636765	0.02334456	18212798.03	0.003623518	1068741550	5366655862	7952882339	171297128.3	0.347555876	618.7827
173	NO_ID	326.3354165	1.954050179	0.3119778	1.059363499	0.651804253	0.009862731	6.071894997	0.021919172	22273667.2	0.0037892	1130545313	4795687534	9103397240	172195818.7	0.351853068	271.1363
174	NO_ID	429.2893329	3.178465256	0.281627521	0.964161379	0.739221295	0.010074037	6.086421612	0.019814314	11770866.3	0.004412442	1147025729	5088510730	8591454368	154275209.8	0.380396234	381.1873
175	NO_ID	410.3443409	1.842964748	0.316302484	0.982807664	0.644144432	0.010633014	5.157812255	0.023618943	18777049.19	0.001829642	1165054954	4709756072	9328352244	170880015	0.387180409	359.5981
176	NO_ID	745.391388	1.413242498	0.32204435	0.97911434	0.630275098	0.011320769	8.918334744	0.019715315	20473332.87	0.005209062	1255505331	4574558594	8762211400	157171613	0.355838406	679.7794
177	NO_ID	312.4253269	3.554900772	0.269825054	1.020276462	0.723184157	0.011711378	8.064273088	0.019965011	18599677.11	0.005877388	1233178820	4634631845	8752146387	161707371.9	0.378645304	261.901
178	NO_ID	426.2508225	0.34226046	0.275712423	1.092742296	0.701267935	0.011093239	6.317387272	0.022250705	7414069.652	0.00284395	1199483790	4888659354	7725674030	161849766.4	0.367865446	373.9895
179	NO_ID	510.0917877	5.597485111	0.304534158	0.974702111	0.682158385	0.009912947	5.230740625	0.02134899	5514235.835	0.004375413	1126955331	5046126316	7863850785	164360329	0.391201809	461.6203
180	NO_ID	401.7302579	1.150317487	0.26920684	1.110574931	0.735426775	0.01144776	7.571181972	0.022373581	9857299.738	0.002466941	1224707637	5479306166	9367146817	152099130.4	0.371427751	350.0893
181	NO_ID	515.9469596	0.840053243	0.314061095	1.057887112	0.720555391	0.010443578	5.21040973	0.022812538	7144904.393	0.003219298	1207207175	4782043818	8317736256	156597880	0.36521259	461.1592
182	NO_ID	714.1005602	0.902387431	0.304948509	1.030318919	0.747793599	0.011348574	8.617688664	0.020649937	16159917.88	0.003475297	1258874237	4846999449	9209491766	164696340.2	0.372475237	648.6446
183	NO_ID	549.7287777	5.9336173	0.324490758	1.121771026	0.658836461	0.011691682	9.62289463	0.020597368	15891131.19	0.005370389	1199849757	4641997102	9059329975	167802589.8	0.325496274	492.4725
184	NO_ID	617.2269716	2.73213378	0.272346376	1.054090467	0.648193255	0.011304106	9.078175558	0.023460292	21015825.22	0.004218237	1156056463	4619067995	8731259027	166614958.7	0.392144319	558.0846
185	NO_ID	389.9108165	0.503840394	0.318671487	1.109914942	0.679742961	0.00999234	6.924426126	0.022010742	9727448.34	0.001525282	1219057632	5403085399	8035946233	159685033.6	0.373560269	338.6032
186	NO_ID	660.0228161	1.253806113	0.272848473	1.168150569	0.71593951	0.010621226	5.193258382	0.022824869	15266394.97	0.003301879	1188022026	5451065184	8778877649	159462207.9	0.382763374	598.3714
187	NO_ID	445.6134381	2.475731529	0.281383324	0.983017574	0.655647658	0.011811929	7.271418168	0.021142283	5934456.136	0.005388176	1141665164	4615496435	7791856195	170523207	0.342340798	397.3018
188	NO_ID	304.5324219	1.442618133	0.303198553	1.071427516	0.664519964	0.009742919	8.813658232	0.019640751	15482157.63	0.005192762	1151602987	5220921616	8624605238	150739859.7	0.326188105	249.8157
189	NO_ID	736.1131885	4.854213198	0.296569477	1.138384784	0.644517422	0.010199543	8.372035391	0.022445025	14955425.71	0.004497978	1158706739	5036884485	8953847064	145597477	0.341176432	672.3184
190	NO_ID	615.719887	0.102215926	0.296112153	1.154692268	0.736547734	0.010099231	6.940277913	0.019587494	13616417.36	0.002589317	1249816856	5520702086	8705319506	170117813.8	0.395924408	554.1665
191	NO_ID	335.5185618	1.528292916	0.282382345	1.148042537	0.629045222	0.010036309	9.141244793	0.02204659	20536821.69	0.004171386	1152713209	5272981290	9257211464	150632740.8	0.368494992	279.1553
192	NO_ID	574.9608876	0.742668894	0.299445661	1.126404648	0.669433639	0.011387961	5.127397308	0.021579102	17128209.81	0.005726717	1103428516	4969222830	7946051513	150948503.7	0.374485183	516.2597
193	NO_ID	672.192718	4.551576376	0.296912252	1.152973082	0.645269914	0.011408109	9.000665659	0.022656032	8395462.885	0.005790739	1099409324	4881891911	8612678850	155280823.2	0.38300594	613.3375
195	NO_ID	375.9655161	2.239024859	0.325528791	1.042190568	0.65636783	0.010949284	8.182634176	0.021514163	22299497.43	0.004418817	1037853617	5076624747	9219269989	160234659.9	0.363636454	323.1259
196	NO_ID	407.5944517	1.681623707	0.274770226	1.131753235	0.653406907	0.010549579	5.618338345	0.022231756	13500058.53	0.003783639	1186445430	4624208782	9163142585	143764352.9	0.326277677	354.6205
197	NO_ID	684.9599544	4.37497212	0.306159951	1.010077969	0.743299458	0.011360355	6.729459966	0.020728939	19096097.68	0.003165764	1048259303	4632462639	8527425577	144042178.1	0.393532461	623.693
198	NO_ID	339.4344742	0.149342211	0.307930067	1.071067736	0.646379122	0.01155425	5.167986987	0.020384786	13638801.7	0.001955925	1242432449	4672686622	9085395358	144558471.7	0.378526794	284.3689
199	NO_ID	433.3696662	2.972620322	0.301754962	1.025625174	0.745161883	0.010431474	9.550849168	0.02077984	5017216.244	0.005411241	1115688975	5053248317	9021365621	171501760.8	0.365615592	385.2712
200	NO_ID	451.7020663	5.170951694	0.314100911	0.993019852	0.764307045	0.010104612	9.302572049	0.022253255	21936158.17	0.003162179	1175012532	5551210872	8571739839	161084095.8	0.351436686	400.1995
201	NO_ID	565.6105837	5.83843444	0.277559681	1.172848562	0.722465402	0.010129138	9.554357112	0.021277625	16718397.39	0.001577755	1240938161	4806791113	8505666896	169867102.7	0.351276628	505.7516
202	NO_ID	537.8780767	4.512026697	0.307762219	1.068337638	0.639554383	0.010053495	7.809487031	0.019426282	9091784.873	0.005272433	1128915693	4683004542	8100610561	156283467.8	0.39609738	485.9507
203	NO_ID	738.3339734	3.067483782	0.270996596	1.122754299	0.676420972	0.010485368	7.290243461	0.019442165	21457963.06	0.001331445	1140895364	4680858143	8409878956	160552145.3	0.375879684	670.5055
204	NO_ID	382.6336116	4.28379475	0.294788292	1.075035669	0.762341345	0.011802274	6.515878004	0.022610942	22667350.36	0.005833437	1104172383	4911312832	9169202481	170970272.3	0.35457953	329.2681
205	NO_ID	361.3556819	5.279075986	0.309935192	1.072504803	0.701733363	0.011601504	9.685300117	0.020880356	7803939.134	0.003410498	1210422454	4705650636	7940494200	172731635.4	0.387342531	314.9189
206	NO_ID	468.3946744	0.215668095	0.281657569	1.109122825	0.685967878	0.010462176	9.067433938	0.022687003	15132886.28	0.001473059	1168809168	5351398261	8028716475	158578007.6	0.331253495	413.223
207	NO_ID	690.7025538	2.360479717	0.288635983	1.166180244	0.709835428	0.009985995	5.332040386	0.020966563	10865765.84	0.003694294	1041849224	4655802890	9033910399	154597080.4	0.376519921	629.4683
208	NO_ID	309.5925943	4.522084487	0.300159457	1.107769893	0.697840548	0.010469013	7.525533091	0.023616551	10008407.29	0.00320509	1150121249	4590994718	9350246111	150148353.9	0.328233504	259.656
209	NO_ID	363.9804371	4.48718788	0.300831476	1.070378268	0.69260999	0.01037597	6.971435169	0.020925286	20368136.1	0.002973884	1068275453	5413236045	8259276144	156161845.1	0.364616771	314.0492
210	NO_ID	406.6251575	2.660188462	0.273558338	1.112443611	0.677785587	0.010475308	6.685781089	0.020815787	19978141.49	0.001410975	1134039016	5459054669	8420793992	156034569.3	0.35199128	354.0612
211	NO_ID	580.8841856	1.658141617	0.317793312	1.046754082	0.708843136	0.011256218	9.503069362	0.019797072	15585344.52	0.001565423	1186805983	5015418732	7698855976	164201065.9	0.356095301	522.3802
212	NO_ID	652.9098022	4.913141744	0.27257501	1.142208101	0.6436744	0.009713243	9.531534504	0.022200226	15822585.35	0.002511977	1155842647	4547087162	8334512199	146431010	0.381419771	593.1838
213	NO_ID	563.3779331	3.411514576	0.315851622	1.024462671	0.679494883	0.011623252	8.094584004	0.020853603	5886343.053	0.001725537	1261345698	5369852815	8195598513	166099134.6	0.331645379	510.2976
214	NO_ID	567.3962971	2.644344915	0.28336253	1.144606809	0.718308746	0.010489757	5.451959591	0.019774898	19637590.05	0.004968604	1074227815	4649325184	8209062437	152697183.8	0.348652328	508.6632
215	NO_ID	398.8982324	0.303237854	0.304129056	1.036665025	0.730616191	0.010235079	8.585693071	0.020706138	13210164.78	0.00249196	1212144113	5129160611	7830182989	162241075.6	0.340176422	346.0879
217	NO_ID	674.1381312	0.177682327	0.29927781	1.000457606	0.737488674	0.011844754	6.60321966	0.021791959	18145596.71	0.002624385	1174134533	5334850363	8514028844	165826871.9	0.379116827	610.9449
218	NO_ID	614.7820733	5.44235681	0.279405592	1.036145498	0.662118144	0.010059356	5.287944076	0.020098412	20933313.53	0.006112672	1251373939	5188033663	8006263098	152757056.2	0.381883523	556.7068
219	NO_ID	514.2056438	4.217916172	0.309211137	1.125324377	0.757388236	0.010177137	5.457286477	0.021394942	9640387.885	0.005780189	1265053783	4658530694	8281385406	156720841.6	0.330475994	459.3015
221	NO_ID	515.0572496	1.871457114	0.284498848	1.076152501	0.689733933	0.010403395	6.143331285	0.01987777	21768957.77	0.006066918	1182581159	4714517928	8437860680	163512095.7	0.35395053	458.1125
222	NO_ID	466.9002687	5.560915387	0.315183498	1.052176068	0.69383445	0.011494611	6.805672002	0.022803349	16272063.52	0.002216987	1109449151	5277252272	7747704265	169551582.7	0.33507002	415.9275
223	NO_ID	598.5423089	4.013908863	0.320502418	1.177519356	0.652201072	0.010078347	8.706712986	0.019742218	20679116.9	0.005441011	1090187896	5232290018	9321185304	173521251.2	0.362186359	538.7873
224	NO_ID	545.4730506	5.137714152	0.318415128	1.067204064	0.713556397	0.011021476	5.361312907	0.022128521	7519296.917	0.004838808	1083038389	5375167453	8920469509	148527608.4	0.367773327	493.781
225	NO_ID	464.7366764	5.001266286	0.273211597	1.103994398	0.739587925	0.010016144	6.47321271	0.020517212	10287969.74	0.001517416	1077041275	5122885673	9289231459	169221812.7	0.356935008	414.7492
226	NO_ID	479.1091707	2.121368261	0.326893482	1.09060352	0.688582434	0.010354141	5.494465865	0.019969403	14356678.49	0.003416986	1095117671	4917317256	8396419008	168110621.9	0.394729455	425.7716
227	NO_ID	677.7733439	2.211580785	0.289471287	1.163273734	0.731399838	0.010563689	9.718473438	0.020027129	5137047.632	0.004674371	1126602925	5461198780	8565450459	163840449.5	0.384221696	614.203
228	NO_ID	531.5854545	0.64677723	0.318224085	1.107041491	0.681743364	0.011282154	7.600594594	0.019708828	18078267.65	0.0053408	1253683221	5419570603	8142860265	155058345.9	0.391416418	473.7725
229	NO_ID	727.1297097	1.618508635	0.286004089	0.967627827	0.639986755	0.010980407	8.661044035	0.023260767	9304825.006	0.005015867	1226538286	5544680769	9176190514	167897024.8	0.356581916	666.107
230	NO_ID	709.8940123	2.618700327	0.295614834	1.004727324	0.750797029	0.011577754	8.574455694	0.02022303	7648587.788	0.004048786	1216113754	5212744054	9069128368	148245379.8	0.325608897	647.9481
231	NO_ID	509.4336622	0.283372913	0.315278377	0.995400158	0.643340338	0.010925673	8.537243669	0.021118776	16544244.97	0.004590783	1134782837	5446020176	9201062301	166871495.2	0.348895742	453.7277
232	NO_ID	301.3814712	5.422076867	0.285379471	1.015638492	0.717405311	0.010655298	6.128012554	0.022321787	12772661.76	0.006093964	1089022653	4725140692	8697235685	147037428.8	0.349500505	254.9764
234	NO_ID	461.3119758	5.34271078	0.286304392	1.061517761	0.631981594	0.011774291	9.40526495	0.022081617	15404526.96	0.001745386	1230713373	4931774844	7848227896	143641157.5	0.383932985	411.6148
235	NO_ID	371.5356408	4.606854881	0.287433461	1.142942649	0.710627323	0.010576176	5.981920026	0.019996114	13774876	0.003075588	1148815650	4894920569	7854957982	169673664.3	0.380681692	321.6029
236	NO_ID	519.4169624	3.668062545	0.270507088	0.977695924	0.655983305	0.010149521	5.864031153	0.020359979	4849893.332	0.005425024	1082039091	5362365199	7954891100	162511255.7	0.343070852	471.3643
237	NO_ID	368.8188077	0.316128722	0.270363885	1.169166838	0.726484533	0.01008358	9.649049897	0.022028833	16501656.3	0.001703166	1047380486	4863800189	7993728101	173387854.1	0.342020145	311.1498
238	NO_ID	501.7391861	3.336314899	0.307091212	1.118925037	0.706583531	0.010879139	7.32932342	0.021676106	9504617.902	0.004636009	1253115729	5021189780	7718093933	151947848.3	0.361350784	448.9751
239	NO_ID	552.1574909	2.994929151	0.324906343	1.119983181	0.683763494	0.011717578	5.817175677	0.022991498	6974312.448	0.002857601	1244344487	4637028426	8808772427	167584064.3	0.363863761	496.7302
240	NO_ID	723.946974	1.097602919	0.300006484	0.980566642	0.706160355	0.011241706	8.157108385	0.021813857	11080171.6	0.004277221	1044741759	4662565848	8472891074	157362204.4	0.375786229	661.8733
241	NO_ID	353.7770204	1.068344963	0.292760846	1.112034819	0.7471872	0.009918973	7.785112183	0.023449593	16033376.43	0.00212545	1206613819	4929746127	7907655017	149583157.6	0.33787191	298.5653
242	NO_ID	720.5851306	5.472891519	0.321481118	0.985976594	0.72397574	0.010006782	8.519688989	0.022354673	5384212.534	0.002487393	1074442841	5261020210	8783600151	156810105.5	0.332829148	660.974
243	NO_ID	562.1163713	5.849821498	0.317344169	1.100656214	0.759029402	0.010698485	9.282406651	0.021529742	20765440.49	0.003057609	1235591679	4593964716	8053703472	151136938.8	0.345446482	502.4904
244	NO_ID	522.7862209	5.786593988	0.323601023	0.987433498	0.629832819	0.00990364	5.012724919	0.02309277	18882623.19	0.001806511	1057727697	4872666514	8342543999	169043913.8	0.33725916	469.8777
245	NO_ID	744.0420256	0.065610298	0.314926806	1.128238883	0.633587947	0.010797506	7.723650837	0.021982797	9442663.118	0.003441205	1262037854	5040371122	8745447349	168065021.5	0.331007464	677.8293
246	NO_ID	675.2379406	2.706892844	0.304645261	1.10660648	0.640467895	0.011687687	7.132027861	0.023513336	8171086.844	0.004036772	1174645022	5335612718	8615589517	143876214.9	0.36107846	617.037
247	NO_ID	558.0956111	4.462188871	0.280831415	1.014773766	0.659773562	0.009763442	7.051176355	0.022163119	16676298.48	0.00233422	1163078157	5510506610	8821189809	147515299.3	0.395122892	504.7073
248	NO_ID	504.1352161	1.73979476	0.328863946	1.169961686	0.684927926	0.010382971	5.959741291	0.02319521	13138233.38	0.005498115	1159948762	5508023131	8977742993	151692684.7	0.352998834	448.7908
249	NO_ID	637.04527	3.09237583	0.283100971	1.108552451	0.654346082	0.011130339	6.675376176	0.020368933	15338013.44	0.00358617	1185140829	5003868019	7684188018	150907831.1	0.35773893	578.4152
250	NO_ID	425.1099957	1.454873034	0.277390668	1.137155274	0.715339359	0.011311106	6.98077129	0.020942595	7986108.079	0.001433359	1084793105	4899410762	8252118986	171034663.1	0.332458336	373.7045
251	NO_ID	409.1449935	1.89441789	0.294217802	1.049437528	0.63291481	0.010614967	9.337015347	0.019472213	18374948.53	0.003514204	1108088744	5512581549	8706369272	157879529.2	0.369874267	358.0626
252	NO_ID	710.6995559	4.661726478	0.309699211	0.987894383	0.637109573	0.01062725	8.221723846	0.022155254	22428216.66	0.005772561	1263924909	4890246487	8063730083	171204751.4	0.359917788	647.3103
253	NO_ID	397.3688906	3.950971767	0.292159529	1.003661201	0.740781487	0.011461116	7.685227691	0.022672369	22756936.68	0.004186655	1065193854	5158804037	7709296791	143126401.7	0.325951175	347.1363
254	NO_ID	498.7074258	5.391575716	0.313804598	1.021279355	0.724961309	0.010527518	8.289675338	0.019680089	10454599.63	0.001979919	1054564679	5177958895	8239148428	162136467.3	0.358392459	448.4406
255	NO_ID	738.7422524	5.321180612	0.319275872	1.084897843	0.742865707	0.009734698	5.24591249	0.0227151	22180435.78	0.005117623	1096460171	4676737350	8278138306	168681160.5	0.389094129	673.2047
256	NO_ID	652.8302999	3.902647819	0.307047306	1.034899685	0.732684584	0.010132943	8.168022166	0.020693256	23024487.17	0.005136694	1055787576	5065556113	8118244083	148133079.6	0.350564974	592.289
257	NO_ID	632.012324	3.850168993	0.326773699	1.157822352	0.673912641	0.011103441	5.078750753	0.022579285	5742903.363	0.002099989	1083934850	4761558389	7960606787	162276424.7	0.350746649	575.121
258	NO_ID	741.75283	0.627656579	0.307269032	0.994892816	0.703472528	0.010815089	6.895096222	0.021490241	8853065.626	0.003937708	1211412870	4800988712	7785481427	172378039.2	0.370852443	678.0181
259	NO_ID	637.391114	4.260332467	0.283892087	1.073117583	0.638410674	0.011827343	8.896498566	0.021417362	16967612.43	0.004978052	1116373050	5546848467	8156944401	148968733	0.334768574	580.1792
260	NO_ID	497.4935053	5.60212516	0.311276897	1.033448038	0.760220482	0.01060223	4.940066267	0.021755634	17581307.22	0.005027158	1203838390	5300943597	8742478441	172985759.3	0.339216627	443.4632
261	NO_ID	684.2138128	3.455669637	0.275965041	1.120811505	0.72926809	0.01065827	5.787126331	0.02093194	11288649.29	0.005283502	1218524304	4885829304	8624326530	169389908.2	0.3275294	621.0249
262	NO_ID	628.2188744	2.796038106	0.302049773	1.149759789	0.678901952	0.011087505	5.720606613	0.022978495	6858799.568	0.001452256	1122090737	4796311523	8930466660	159925687.8	0.346416521	570.636
263	NO_ID	350.3806768	0.119897763	0.323126108	1.024211126	0.645941038	0.009838426	8.034401847	0.021680396	15181158.03	0.004243712	1165591548	5198338883	7975521913	149172490.2	0.365569956	297.1049
264	NO_ID	541.6127648	0.647933021	0.314641787	1.038320941	0.69988423	0.00999594	6.773986425	0.020310311	19447105.1	0.003837609	1176603499	5030081003	8737092146	166681188.9	0.328083054	483.1412
265	NO_ID	484.0649195	2.003862191	0.280918305	0.973571131	0.701985965	0.010496395	6.388596166	0.022309976	4813528.827	0.00451372	1117963558	4962306674	8485945534	153367280.3	0.393113291	435.2173
266	NO_ID	707.8796738	2.417622612	0.287039627	1.027864199	0.704961191	0.011789827	9.396583567	0.021808695	9397523.403	0.005689318	1053000076	4921567367	9246694470	143355644.1	0.394941299	648.0342
267	NO_ID	620.8740312	5.26085926	0.309421615	0.999046888	0.749661704	0.011137434	5.779300428	0.022936279	11575434.1	0.004945871	1214157561	5255575922	8298386204	165151806.6	0.392650662	564.0861
268	NO_ID	650.3284241	4.828682039	0.27669232	1.067393843	0.6672416	0.010913031	9.507941329	0.023542661	10502996.92	0.005651416	1099828663	4648303262	7740549920	173777544.1	0.373603532	591.9187
269	NO_ID	505.4385951	0.025522408	0.298518051	1.158932509	0.667864578	0.011762358	6.305662902	0.023159995	10703488.28	0.002295773	1100615626	5400315299	8660295403	149346161.5	0.390098379	449.7591
270	NO_ID	491.5495166	2.059740099	0.327116762	1.150295733	0.661965841	0.011454176	9.204233631	0.021188141	18347510.55	0.001359321	1229924500	4991837642	8327862271	166231952.4	0.372396742	434.8615
271	NO_ID	469.1668233	4.755025964	0.316694563	0.976539662	0.67136576	0.011502194	8.448059997	0.02302244	14753646.74	0.002031648	1181314260	5224299876	8182296365	155590287.9	0.362905961	419.9612
272	NO_ID	495.7780683	3.206712532	0.325735301	1.101755275	0.667711728	0.010230448	6.259958514	0.023141548	6004935.834	0.003657607	1127842849	5323210438	7967004153	146039408.9	0.366473718	446.44
273	NO_ID	586.0870317	5.513844817	0.284152807	1.074045259	0.755612334	0.011171871	7.941569058	0.02033791	10713556.7	0.004862392	1264692624	5202931378	8491978683	158018440.6	0.370058361	529.4822
274	NO_ID	659.5175749	4.126957272	0.324713886	1.07712334	0.755853727	0.010276011	9.112951447	0.023285595	17533365.42	0.003669257	1057170342	5124546523	8975774146	145839245.7	0.341003868	598.2084
276	NO_ID	333.674795	2.019531461	0.318875318	1.032291098	0.763857373	0.011009189	5.838475543	0.021014747	22623800.63	0.005562475	1189756212	5166927256	8936018677	143274225.5	0.348069624	278.9809
